CustomerID,Age,Gender,Tenure_Months,MonthlyCharges,TotalCharges,Churn
CUST_10306,28.0,Others,36,114.11,$4107.96,0
CUST_11349,53.0,Female,20,83.03,$1660.60,0
CUST_11443,57.0,Male,10,116.0,$1160.00,1
CUST_11217,64.0,Male,50,119.32,$5966.00,0
CUST_10248,56.0,,15,111.67,$1675.05,1
CUST_10339,69.0,Female,55,31.55,,0
CUST_10811,56.0,Male,22,97.45,,0
CUST_11199,64.0,Male,62,39.83,$2469.46,0
CUST_11095,69.0,Female,49,81.41,$3989.09,0
CUST_10018,57.0,Female,13,98.62,$1282.06,0
CUST_11359,40.0,Male,28,38.27,$1071.56,1
CUST_10656,79.0,Male,41,25.02,$1025.82,1
CUST_10996,18.0,,58,128.15,$7432.70,0
CUST_11341,64.0,Others,4,93.07,$372.28,0
CUST_11263,61.0,Male,54,93.99,,0
CUST_10164,79.0,Male,59,69.39,$4094.01,0
CUST_10802,42.0,Male,64,36.39,$2328.96,0
CUST_10434,39.0,Male,47,104.74,$4922.78,0
CUST_10308,76.0,Female,66,65.54,$4325.64,0
CUST_11034,34.0,Female,55,61.18,$3364.90,0
CUST_10088,21.0,Female,70,61.56,$4309.20,0
CUST_10740,38.0,Male,31,33.51,$1038.81,0
