customer_id,count,country,state,city,zip_code,lat_long,latitude,longitude,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn_label,churn_value,churn_score,cltv,churn_reason,tenure_group,customer_risk_profile
2308-STERM,1,United States,California,Armona,93202,"36.315979, -119.710852",36.315979,-119.710852,Female,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,, $61.05 ,No,0,63,5816,,,Low Risk Active
5982-XMDEX,1,United States,California,Arvin,93203,"35.116307, -118.817644",35.116307,-118.817644,Female,No,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),," $1,698.55 ",No,0,46,4404,,,Low Risk Active
6051-PTVNS,1,United States,California,Bodfish,93205,"35.523991, -118.400432",35.523991,-118.400432,Female,No,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),, $998.10 ,No,0,29,5390,,,Low Risk Active
2877-VDUER,1,United States,California,Camp Nelson,93208,"36.057458, -118.591951",36.057458,-118.591951,Female,No,Yes,Yes,35,No,No phone service,DSL,No,No,No,Yes,Yes,No,One year,No,Mailed check,," $1,383.60 ",No,0,78,5691,,,Low Risk Active
9152-AMKAK,1,United States,California,Coalinga,93210,"36.186867, -120.387793",36.186867,-120.387793,Male,No,No,No,6,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,, $493.40 ,No,0,26,2706,,,Low Risk Active
9432-VOFYX,1,United States,California,Delano,93215,"35.772244, -119.209689",35.772244,-119.209689,Male,No,No,No,17,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,," $1,207.00 ",No,0,56,5420,,0-1 Year,Low Risk Active
8049-WJCLQ,1,United States,California,Ducor,93218,"35.846067, -119.004073",35.846067,-119.004073,Male,No,Yes,Yes,10,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,, $563.50 ,No,0,52,5318,,,Low Risk Active
6586-PSJOX,1,United States,California,Earlimart,93219,"35.858054, -119.305858",35.858054,-119.305858,Male,No,No,Yes,15,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),, $864.55 ,No,0,73,3608,,,Low Risk Active
9705-ZJBCG,1,United States,California,Frazier Park,93222,"34.907911, -119.234281",34.907911,-119.234281,Female,No,Yes,Yes,13,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),, $701.05 ,No,0,43,4977,,,Low Risk Active
6847-KJLTS,1,United States,California,Frazier Park,93225,"34.827662, -118.999073",34.827662,-118.999073,Female,Yes,Yes,No,58,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),," $5,749.80 ",No,0,64,4005,,1-2 Years,Low Risk Active
9670-BPNXF,1,United States,California,Glennville,93226,"35.735694, -118.738483",35.735694,-118.738483,Female,No,No,No,45,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),," $2,796.45 ",No,0,80,2935,,,Low Risk Active
3913-FCUUW,1,United States,California,Hanford,93230,"36.29223, -119.622676",36.29223,-119.622676,Female,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),," $5,165.70 ",No,0,48,4463,,,Low Risk Active
3301-VKTGC,1,United States,California,Huron,93234,"36.217864, -120.080117",36.217864,-120.080117,Male,No,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),," $5,696.60 ",No,0,48,4380,,,Low Risk Active
9555-SAHUZ,1,United States,California,Kernville,93238,"35.852892, -118.397782",35.852892,-118.397782,Female,No,Yes,Yes,38,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,," $2,076.05 ",No,0,23,5499,,,Low Risk Active
0816-TSPHQ,1,United States,California,Kettleman City,93239,"35.996923, -120.000951",35.996923,-120.000951,Male,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,, $44.20 ,No,0,79,3976,,,Low Risk Active
9932-WBWIK,1,United States,California,Lake Isabella,93240,"35.607875, -118.466318",35.607875,-118.466318,Male,No,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,, $215.25 ,No,0,46,5597,,,Low Risk Active
4619-EVPHY,1,United States,California,Lamont,93241,"35.245035, -118.905553",35.245035,-118.905553,Female,Yes,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),," $1,859.50 ",No,0,57,3748,,,Low Risk Active
5286-YHCVC,1,United States,California,Laton,93242,"36.444232, -119.718285",36.444232,-119.718285,Male,No,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),," $7,470.10 ",No,0,21,4165,,,Low Risk Active
9115-YQHGA,1,United States,California,Lemoore,93245,"36.303666, -119.825657",36.303666,-119.825657,Male,No,No,No,40,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,," $2,092.90 ",No,0,67,3355,,,Low Risk Active
4462-CYWMH,1,United States,California,Lindsay,93247,"36.205465, -119.085807",36.205465,-119.085807,Male,Yes,Yes,No,62,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),," $5,629.55 ",No,0,67,4981,,2+ Years,Low Risk Active
8963-MQVYN,1,United States,California,Lost Hills,93249,"35.637715, -119.893068",35.637715,-119.893068,Female,No,No,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,, $469.85 ,No,0,44,3169,,,Low Risk Active
2458-EOMRE,1,United States,California,Mc Farland,93250,"35.666886, -119.186717",35.666886,-119.186717,Female,No,No,No,11,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),, $733.95 ,No,0,24,4171,,,Low Risk Active
9334-GWGOW,1,United States,California,Mc Kittrick,93251,"35.38381, -119.730885",35.38381,-119.730885,Male,Yes,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,, $485.25 ,No,0,44,2259,,0-1 Year,Low Risk Active
6542-LWGXJ,1,United States,California,Pixley,93256,"35.957019, -119.330928",35.957019,-119.330928,Male,No,Yes,No,3,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,, $78.25 ,No,0,70,2730,,,Low Risk Active
5567-GZKQY,1,United States,California,Porterville,93257,"36.008958, -118.891593",36.008958,-118.891593,Male,No,No,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),," $1,131.50 ",No,0,20,4335,,,Low Risk Active
1222-LRYKO,1,United States,California,Posey,93260,"35.861928, -118.636698",35.861928,-118.636698,Male,No,No,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,, $184.05 ,No,0,22,2189,,,Low Risk Active
2087-QAREY,1,United States,California,Sequoia National Park,93262,"36.527243, -118.594938",36.527243,-118.594938,Female,No,Yes,No,22,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,," $1,178.75 ",No,0,53,5722,,,Low Risk Active
4423-JWZJN,1,United States,California,Springville,93265,"36.245926, -118.693138",36.245926,-118.693138,Male,No,Yes,Yes,64,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),," $5,629.15 ",No,0,53,4799,,,Low Risk Active
6490-FGZAT,1,United States,California,Strathmore,93267,"36.141319, -119.129075",36.141319,-119.129075,Male,No,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,, $109.30 ,No,0,79,3266,,,Low Risk Active
7452-FOLON,1,United States,California,Terra Bella,93270,"35.939068, -119.043666",35.939068,-119.043666,Male,No,No,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),, $958.45 ,No,0,53,5986,,,Low Risk Active
2320-TZRRH,1,United States,California,Three Rivers,93271,"36.413433, -118.854708",36.413433,-118.854708,Female,No,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,, $403.15 ,No,0,59,4700,,,Low Risk Active
4942-VZZOM,1,United States,California,Tupman,93276,"35.316263, -119.402559",35.316263,-119.402559,Male,No,Yes,No,64,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),," $4,392.50 ",No,0,25,4703,,,Low Risk Active
7502-BNYGS,1,United States,California,Wasco,93280,"35.652242, -119.4464",35.652242,-119.4464,Female,No,Yes,No,46,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),," $3,168.00 ",No,0,53,2333,,,Low Risk Active
4291-HYEBC,1,United States,California,Weldon,93283,"35.55647, -118.244914",35.55647,-118.244914,Female,Yes,Yes,Yes,28,No,No phone service,DSL,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,," $1,096.60 ",No,0,59,2305,,,Low Risk Active
6147-CBCRA,1,United States,California,Wofford Heights,93285,"35.690535, -118.552784",35.690535,-118.552784,Female,No,Yes,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,, $669.45 ,No,0,22,5759,,,Low Risk Active
6047-SUHPR,1,United States,California,Woodlake,93286,"36.464635, -119.094348",36.464635,-119.094348,Male,No,Yes,Yes,39,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Electronic check,," $2,343.85 ",No,0,58,3093,,,Low Risk Active
9752-ZNQUT,1,United States,California,Visalia,93291,"36.391777, -119.372842",36.391777,-119.372842,Female,No,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,, $48.60 ,No,0,24,3704,,,Low Risk Active
1576-PFZIW,1,United States,California,Bakersfield,93301,"35.383937, -119.020428",35.383937,-119.020428,Male,Yes,Yes,No,70,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),," $7,511.90 ",No,0,34,5866,,,Low Risk Active
5666-MBJPT,1,United States,California,Bakersfield,93304,"35.339796, -119.023552",35.339796,-119.023552,Male,No,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),," $1,725.00 ",No,0,46,5449,,,Low Risk Active
7312-XSBAT,1,United States,California,Bakersfield,93305,"35.391733, -118.984109",35.391733,-118.984109,Male,No,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,, $49.75 ,No,0,79,2908,,,Low Risk Active
3096-GKWEB,1,United States,California,Bakersfield,93306,"35.449881, -118.841442",35.449881,-118.841442,Male,No,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,," $1,691.90 ",No,0,40,4477,,0-1 Year,Low Risk Active
2371-JQHZZ,1,United States,California,Bakersfield,93307,"35.280113, -118.962329",35.280113,-118.962329,Male,No,Yes,No,24,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,," $2,248.05 ",No,0,29,5886,,1-2 Years,Low Risk Active
0674-GCDXG,1,United States,California,Bakersfield,93308,"35.559617, -118.925185",35.559617,-118.925185,Male,No,No,No,63,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),," $4,479.20 ",No,0,38,5816,,,Low Risk Active
1121-QSIVB,1,United States,California,Bakersfield,93309,"35.342891, -119.064803",35.342891,-119.064803,Female,No,No,Yes,44,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,," $3,471.10 ",No,0,43,5044,,,Low Risk Active
4396-KLSEH,1,United States,California,Bakersfield,93311,"35.16207, -119.194488",35.16207,-119.194488,Male,No,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,, $63.00 ,No,0,71,5918,,,Low Risk Active
2824-MYYBN,1,United States,California,Bakersfield,93313,"35.140938, -119.051348",35.140938,-119.051348,Female,No,Yes,Yes,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,," $3,314.15 ",No,0,29,2969,,0-1 Year,Low Risk Active
6345-HOVES,1,United States,California,Los Osos,93402,"35.279984, -120.824288",35.279984,-120.824288,Male,No,No,No,34,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),, $852.70 ,No,0,29,3800,,,Low Risk Active
8318-LCNBW,1,United States,California,San Luis Obispo,93405,"35.236549, -120.727344",35.236549,-120.727344,Male,No,Yes,No,35,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),," $1,930.90 ",No,0,43,5638,,,Low Risk Active
6469-QJKZW,1,United States,California,Arroyo Grande,93420,"35.176236, -120.483243",35.176236,-120.483243,Female,No,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,, $91.40 ,No,0,26,2198,,,Low Risk Active
0147-ESWWR,1,United States,California,Atascadero,93422,"35.453912, -120.69461",35.453912,-120.69461,Female,Yes,Yes,No,39,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,," $3,949.15 ",No,0,77,3172,,0-1 Year,Low Risk Active
1217-VASWC,1,United States,California,Avila Beach,93424,"35.186644, -120.728305",35.186644,-120.728305,Male,Yes,Yes,No,43,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),," $4,304.00 ",No,0,65,4499,,,Low Risk Active
6370-ZVHDV,1,United States,California,Buellton,93427,"34.631362, -120.238218",34.631362,-120.238218,Female,No,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),," $1,554.90 ",No,0,71,4501,,,Low Risk Active
5915-DGNVC,1,United States,California,Cambria,93428,"35.591387, -121.032256",35.591387,-121.032256,Female,No,Yes,No,49,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,," $3,472.05 ",No,0,79,6193,,,Low Risk Active
6260-XLACS,1,United States,California,Casmalia,93429,"34.866032, -120.536546",34.866032,-120.536546,Male,No,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,, $117.80 ,No,0,43,5018,,,Low Risk Active
3566-CAAYU,1,United States,California,Cayucos,93430,"35.511833, -120.918713",35.511833,-120.918713,Female,No,Yes,Yes,64,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,," $3,210.35 ",No,0,56,5644,,,Low Risk Active
4983-CCWMC,1,United States,California,Creston,93432,"35.480896, -120.469476",35.480896,-120.469476,Male,No,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,, $207.40 ,No,0,39,5487,,2+ Years,Low Risk Active
9103-CXVOK,1,United States,California,Grover Beach,93433,"35.120833, -120.61843",35.120833,-120.61843,Male,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,, $19.75 ,No,0,27,3068,,,Low Risk Active
2896-TBNBE,1,United States,California,Guadalupe,93434,"34.936, -120.594655",34.936,-120.594655,Male,No,Yes,No,40,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,," $3,132.75 ",No,0,26,3387,,,Low Risk Active
2522-WLNSF,1,United States,California,Los Olivos,93441,"34.70434, -120.02609",34.70434,-120.02609,Female,Yes,Yes,No,34,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),," $2,106.30 ",No,0,34,2225,,,Low Risk Active
3841-CONLJ,1,United States,California,Morro Bay,93442,"35.369553, -120.763864",35.369553,-120.763864,Female,No,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,, $35.00 ,No,0,54,4099,,,Low Risk Active
4475-NVTLU,1,United States,California,Paso Robles,93446,"35.634222, -120.728341",35.634222,-120.728341,Male,No,Yes,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,, $903.70 ,No,0,24,3451,,,Low Risk Active
9386-LDCZR,1,United States,California,San Ardo,93450,"35.996008, -120.85305",35.996008,-120.85305,Male,No,No,No,43,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),," $3,882.30 ",No,0,27,2496,,,Low Risk Active
9585-KKMFD,1,United States,California,San Miguel,93451,"35.886767, -120.608661",35.886767,-120.608661,Male,No,Yes,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,, $879.80 ,No,0,60,5743,,,Low Risk Active
5399-ZIMKF,1,United States,California,San Simeon,93452,"35.746484, -121.223355",35.746484,-121.223355,Male,No,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,, $383.65 ,No,0,34,3319,,2+ Years,Low Risk Active
0336-KXKFK,1,United States,California,Santa Margarita,93453,"35.303926, -120.256567",35.303926,-120.256567,Male,No,No,No,72,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),," $4,390.25 ",No,0,38,4085,,,Low Risk Active
5619-XZZKR,1,United States,California,Santa Maria,93454,"34.943523, -120.256729",34.943523,-120.256729,Male,No,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,, $68.20 ,No,0,35,2195,,,Low Risk Active
3948-FVVRP,1,United States,California,Santa Maria,93455,"34.818227, -120.418784",34.818227,-120.418784,Male,No,Yes,Yes,9,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,, $452.80 ,No,0,73,2848,,,Low Risk Active
5327-XOKKY,1,United States,California,Santa Maria,93458,"34.95934, -120.490081",34.95934,-120.490081,Male,Yes,Yes,No,72,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),," $5,329.00 ",No,0,29,5540,,,Low Risk Active
0983-TATYJ,1,United States,California,Santa Ynez,93460,"34.630356, -120.032564",34.630356,-120.032564,Female,No,Yes,No,33,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Mailed check,," $1,758.90 ",No,0,59,4935,,,Low Risk Active
1813-JYWTO,1,United States,California,Shandon,93461,"35.634488, -120.293534",35.634488,-120.293534,Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),," $5,737.60 ",No,0,62,4202,,,Low Risk Active
6719-OXYBR,1,United States,California,California City,93505,"35.151491, -117.927597",35.151491,-117.927597,Male,No,No,No,15,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,," $1,219.85 ",No,0,51,5559,,2+ Years,Low Risk Active
3312-ZWLGF,1,United States,California,Acton,93510,"34.501452, -118.207862",34.501452,-118.207862,Male,Yes,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,," $2,414.55 ",No,0,21,3172,,1-2 Years,Low Risk Active
6476-YHMGA,1,United States,California,Benton,93512,"37.653947, -118.231443",37.653947,-118.231443,Female,No,Yes,Yes,15,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),," $1,155.60 ",No,0,76,3851,,,Low Risk Active
0795-XCCTE,1,United States,California,Bishop,93514,"37.04584, -118.397236",37.04584,-118.397236,Male,Yes,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),," $1,809.35 ",No,0,51,6141,,,Low Risk Active
0168-XZKBB,1,United States,California,Boron,93516,"34.95703, -117.73045",34.95703,-117.73045,Female,No,Yes,No,19,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,," $1,564.40 ",No,0,64,5072,,2+ Years,Low Risk Active
3785-NRHYR,1,United States,California,Bridgeport,93517,"38.184583, -119.286558",38.184583,-119.286558,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,, $19.65 ,No,0,31,3192,,,Low Risk Active
4537-DKTAL,1,United States,California,Darwin,93522,"36.319181, -117.593053",36.319181,-117.593053,Female,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,, $84.40 ,No,0,70,4372,,,Low Risk Active
7072-MBHEV,1,United States,California,Edwards,93523,"34.966777, -117.961179",34.966777,-117.961179,Female,Yes,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),, $864.85 ,No,0,50,2333,,0-1 Year,Low Risk Active
5602-BVFMK,1,United States,California,Independence,93526,"36.869584, -118.189241",36.869584,-118.189241,Female,No,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,, $228.75 ,No,0,77,2868,,,Low Risk Active
6297-NOOPG,1,United States,California,Inyokern,93527,"36.041315, -118.188235",36.041315,-118.188235,Female,No,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,," $7,752.05 ",No,0,64,5979,,,Low Risk Active
8204-TIFGJ,1,United States,California,June Lake,93529,"37.730269, -119.055813",37.730269,-119.055813,Female,No,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),, $470.60 ,No,0,43,3630,,,Low Risk Active
8050-DVOJX,1,United States,California,Keeler,93530,"36.560498, -117.962461",36.560498,-117.962461,Male,Yes,No,No,49,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),," $4,060.90 ",No,0,69,4537,,,Low Risk Active
8903-XEBGX,1,United States,California,Lancaster,93534,"34.727529, -118.153098",34.727529,-118.153098,Male,No,No,Yes,2,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,, $108.65 ,No,0,67,4594,,,Low Risk Active
8169-SAEJD,1,United States,California,Lancaster,93535,"34.712708, -117.889656",34.712708,-117.889656,Male,Yes,Yes,No,69,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),," $3,952.65 ",No,0,28,4162,,,Low Risk Active
1089-XZWHH,1,United States,California,Lee Vining,93541,"37.890145, -119.184087",37.890145,-119.184087,Female,No,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,, $494.05 ,No,0,31,3594,,,Low Risk Active
2325-WINES,1,United States,California,Littlerock,93543,"34.505273, -117.955054",34.505273,-117.955054,Female,No,No,No,32,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),," $3,416.85 ",No,0,60,2335,,,Low Risk Active
6064-ZATLR,1,United States,California,Llano,93544,"34.500091, -117.765862",34.500091,-117.765862,Female,No,No,No,27,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),," $1,498.65 ",No,0,23,2842,,,Low Risk Active
7824-PANSQ,1,United States,California,Mammoth Lakes,93546,"37.550074, -118.837167",37.550074,-118.837167,Male,No,No,No,58,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),," $4,807.35 ",No,0,33,6043,,2+ Years,Low Risk Active
9648-BCHKM,1,United States,California,Palmdale,93550,"34.536232, -118.082935",34.536232,-118.082935,Female,No,Yes,Yes,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),, $471.35 ,No,0,78,5231,,,Low Risk Active
2888-ADFAO,1,United States,California,Palmdale,93551,"34.613476, -118.256358",34.613476,-118.256358,Female,No,Yes,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),," $1,041.80 ",No,0,30,2861,,,Low Risk Active
8707-HOEDG,1,United States,California,Palmdale,93552,"34.557711, -118.029441",34.557711,-118.029441,Female,No,Yes,Yes,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,," $7,689.80 ",No,0,53,4098,,,Low Risk Active
4072-IPYLT,1,United States,California,Randsburg,93554,"35.405722, -117.773354",35.405722,-117.773354,Female,No,Yes,Yes,36,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),," $1,815.00 ",No,0,56,2161,,,Low Risk Active
7167-PCEYD,1,United States,California,Ridgecrest,93555,"35.603913, -117.67828",35.603913,-117.67828,Male,No,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,," $1,311.30 ",No,0,75,4260,,,Low Risk Active
4936-YPJNK,1,United States,California,Rosamond,93560,"34.903052, -118.411251",34.903052,-118.411251,Female,No,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,, $199.45 ,No,0,65,5811,,,Low Risk Active
1580-BMCMR,1,United States,California,Tehachapi,93561,"35.073777, -118.652112",35.073777,-118.652112,Male,Yes,No,No,19,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,," $1,637.30 ",No,0,70,4447,,0-1 Year,Low Risk Active
4817-KEQSP,1,United States,California,Trona,93562,"35.74837, -117.384948",35.74837,-117.384948,Female,No,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),," $1,326.35 ",No,0,54,6342,,,Low Risk Active
6408-WHTEF,1,United States,California,Valyermo,93563,"34.39583, -117.734568",34.39583,-117.734568,Male,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,," $6,376.55 ",No,0,52,6044,,,Low Risk Active
9251-AWQGT,1,United States,California,Palmdale,93591,"34.598221, -117.79593",34.598221,-117.79593,Female,No,Yes,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,, $935.90 ,No,0,50,2608,,,Low Risk Active
8749-CLJXC,1,United States,California,Ahwahnee,93601,"37.375816, -119.739935",37.375816,-119.739935,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,, $20.05 ,No,0,79,2067,,,Low Risk Active
